TITLE     = ""
VARIABLES = "X" 
"Y"
"Cell Elevation"
ZONE T="ZONE 001"
 STRANDID=0, SOLUTIONTIME=0
 I=1610, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE )
1.616850090E+001 5.715000033E-001 4.405900002E+000 
1.544989967E+001 5.715000033E-001 4.416999817E+000 
1.473130035E+001 5.715000033E-001 4.423999786E+000 
1.401270008E+001 5.715000033E-001 4.452700138E+000 
1.329409981E+001 5.715000033E-001 4.595699787E+000 
1.257549953E+001 5.715000033E-001 4.595699787E+000 
1.185690022E+001 5.715000033E-001 4.629499912E+000 
1.113829994E+001 5.715000033E-001 4.629499912E+000 
1.041969967E+001 5.715000033E-001 4.381800175E+000 
9.701099396E+000 5.715000033E-001 4.381800175E+000 
8.982500076E+000 5.715000033E-001 4.381800175E+000 
8.263899803E+000 5.715000033E-001 4.190199852E+000 
7.545300007E+000 5.715000033E-001 4.190199852E+000 
6.826699734E+000 5.715000033E-001 4.190199852E+000 
6.108100414E+000 5.715000033E-001 4.088300228E+000 
5.389500141E+000 5.715000033E-001 4.084099770E+000 
4.670899868E+000 5.715000033E-001 4.079500198E+000 
3.952300549E+000 5.715000033E-001 4.077199936E+000 
3.233700275E+000 5.715000033E-001 4.060500145E+000 
2.515100002E+000 5.715000033E-001 4.058700085E+000 
1.796499610E+000 5.715000033E-001 4.057700157E+000 
1.077900290E+000 5.715000033E-001 4.056799889E+000 
3.592990935E-001 5.715000033E-001 4.056300163E+000 
1.616850090E+001 1.714499950E+000 4.410999775E+000 
1.544989967E+001 1.714499950E+000 4.412899971E+000 
1.473130035E+001 1.714499950E+000 4.415200233E+000 
1.401270008E+001 1.714499950E+000 4.428100109E+000 
1.329409981E+001 1.714499950E+000 4.595699787E+000 
1.257549953E+001 1.714499950E+000 4.595699787E+000 
1.185690022E+001 1.714499950E+000 4.307799816E+000 
1.113829994E+001 1.714499950E+000 4.307799816E+000 
1.041969967E+001 1.714499950E+000 4.321599960E+000 
9.701099396E+000 1.714499950E+000 4.095200062E+000 
8.982500076E+000 1.714499950E+000 4.153999805E+000 
8.263899803E+000 1.714499950E+000 4.153999805E+000 
7.545300007E+000 1.714499950E+000 4.045199871E+000 
6.826699734E+000 1.714499950E+000 4.081299782E+000 
6.108100414E+000 1.714499950E+000 4.081299782E+000 
5.389500141E+000 1.714499950E+000 4.073900223E+000 
4.670899868E+000 1.714499950E+000 4.055399895E+000 
3.952300549E+000 1.714499950E+000 4.056799889E+000 
3.233700275E+000 1.714499950E+000 4.022999763E+000 
2.515100002E+000 1.714499950E+000 4.022099972E+000 
1.796499610E+000 1.714499950E+000 4.021200180E+000 
1.077900290E+000 1.714499950E+000 4.015600204E+000 
3.592990935E-001 1.714499950E+000 4.014699936E+000 
1.616850090E+001 2.857500076E+000 4.379099846E+000 
1.544989967E+001 2.857500076E+000 4.387400150E+000 
1.473130035E+001 2.857500076E+000 4.563300133E+000 
1.401270008E+001 2.857500076E+000 4.563300133E+000 
1.329409981E+001 2.857500076E+000 4.563300133E+000 
1.257549953E+001 2.857500076E+000 4.059999943E+000 
1.185690022E+001 2.857500076E+000 4.059999943E+000 
1.113829994E+001 2.857500076E+000 3.859999895E+000 
1.041969967E+001 2.857500076E+000 3.859999895E+000 
9.701099396E+000 2.857500076E+000 4.095200062E+000 
8.982500076E+000 2.857500076E+000 3.940599918E+000 
8.263899803E+000 2.857500076E+000 3.940599918E+000 
7.545300007E+000 2.857500076E+000 4.045199871E+000 
6.826699734E+000 2.857500076E+000 4.045199871E+000 
6.108100414E+000 2.857500076E+000 4.025300026E+000 
5.389500141E+000 2.857500076E+000 4.025300026E+000 
4.670899868E+000 2.857500076E+000 4.022999763E+000 
3.952300549E+000 2.857500076E+000 4.021200180E+000 
3.233700275E+000 2.857500076E+000 4.020199776E+000 
2.515100002E+000 2.857500076E+000 4.018400192E+000 
1.796499610E+000 2.857500076E+000 4.011899948E+000 
1.077900290E+000 2.857500076E+000 4.011400223E+000 
3.592990935E-001 2.857500076E+000 4.008200169E+000 
1.616850090E+001 4.000500202E+000 4.419300079E+000 
1.544989967E+001 4.000500202E+000 4.419799805E+000 
1.473130035E+001 4.000500202E+000 4.563300133E+000 
1.401270008E+001 4.000500202E+000 4.563300133E+000 
1.329409981E+001 4.000500202E+000 4.167900085E+000 
1.257549953E+001 4.000500202E+000 3.741499901E+000 
1.185690022E+001 4.000500202E+000 3.741499901E+000 
1.113829994E+001 4.000500202E+000 3.464200020E+000 
1.041969967E+001 4.000500202E+000 3.464200020E+000 
9.701099396E+000 4.000500202E+000 3.725300074E+000 
8.982500076E+000 4.000500202E+000 3.725300074E+000 
8.263899803E+000 4.000500202E+000 3.819799900E+000 
7.545300007E+000 4.000500202E+000 3.961400032E+000 
6.826699734E+000 4.000500202E+000 3.961400032E+000 
6.108100414E+000 4.000500202E+000 4.025300026E+000 
5.389500141E+000 4.000500202E+000 4.025300026E+000 
4.670899868E+000 4.000500202E+000 4.016099930E+000 
3.952300549E+000 4.000500202E+000 4.007699966E+000 
3.233700275E+000 4.000500202E+000 4.001699924E+000 
2.515100002E+000 4.000500202E+000 4.000299931E+000 
1.796499610E+000 4.000500202E+000 3.999900103E+000 
1.077900290E+000 4.000500202E+000 3.999399900E+000 
3.592990935E-001 4.000500202E+000 3.998899937E+000 
1.616850090E+001 5.143499851E+000 4.599899769E+000 
1.544989967E+001 5.143499851E+000 4.599899769E+000 
1.473130035E+001 5.143499851E+000 4.599899769E+000 
1.401270008E+001 5.143499851E+000 4.026199818E+000 
1.329409981E+001 5.143499851E+000 4.026199818E+000 
1.257549953E+001 5.143499851E+000 3.609100103E+000 
1.185690022E+001 5.143499851E+000 3.235899925E+000 
1.113829994E+001 5.143499851E+000 3.235899925E+000 
1.041969967E+001 5.143499851E+000 3.296999931E+000 
9.701099396E+000 5.143499851E+000 3.649800062E+000 
8.982500076E+000 5.143499851E+000 3.649800062E+000 
8.263899803E+000 5.143499851E+000 3.819799900E+000 
7.545300007E+000 5.143499851E+000 3.936899900E+000 
6.826699734E+000 5.143499851E+000 3.936899900E+000 
6.108100414E+000 5.143499851E+000 4.021200180E+000 
5.389500141E+000 5.143499851E+000 3.986000061E+000 
4.670899868E+000 5.143499851E+000 3.986000061E+000 
3.952300549E+000 5.143499851E+000 3.997999907E+000 
3.233700275E+000 5.143499851E+000 3.997499943E+000 
2.515100002E+000 5.143499851E+000 3.997100115E+000 
1.796499610E+000 5.143499851E+000 3.997100115E+000 
1.077900290E+000 5.143499851E+000 3.975300074E+000 
3.592990935E-001 5.143499851E+000 3.974900007E+000 
1.616850090E+001 6.286499977E+000 4.629499912E+000 
1.544989967E+001 6.286499977E+000 4.629499912E+000 
1.473130035E+001 6.286499977E+000 4.247099876E+000 
1.401270008E+001 6.286499977E+000 4.247099876E+000 
1.329409981E+001 6.286499977E+000 3.598000050E+000 
1.257549953E+001 6.286499977E+000 3.598000050E+000 
1.185690022E+001 6.286499977E+000 3.175299883E+000 
1.113829994E+001 6.286499977E+000 3.126199961E+000 
1.041969967E+001 6.286499977E+000 3.200000048E+000 
9.701099396E+000 6.286499977E+000 3.471100092E+000 
8.982500076E+000 6.286499977E+000 3.471100092E+000 
8.263899803E+000 6.286499977E+000 3.765599966E+000 
7.545300007E+000 6.286499977E+000 3.765599966E+000 
6.826699734E+000 6.286499977E+000 4.033699989E+000 
6.108100414E+000 6.286499977E+000 4.033699989E+000 
5.389500141E+000 6.286499977E+000 4.015600204E+000 
4.670899868E+000 6.286499977E+000 3.986000061E+000 
3.952300549E+000 6.286499977E+000 3.984600067E+000 
3.233700275E+000 6.286499977E+000 3.967900038E+000 
2.515100002E+000 6.286499977E+000 3.966500044E+000 
1.796499610E+000 6.286499977E+000 3.966099977E+000 
1.077900290E+000 6.286499977E+000 3.950799942E+000 
3.592990935E-001 6.286499977E+000 3.949899912E+000 
1.616850090E+001 7.429500103E+000 4.629499912E+000 
1.544989967E+001 7.429500103E+000 4.355899811E+000 
1.473130035E+001 7.429500103E+000 4.355899811E+000 
1.401270008E+001 7.429500103E+000 3.784600019E+000 
1.329409981E+001 7.429500103E+000 3.784600019E+000 
1.257549953E+001 7.429500103E+000 3.398000002E+000 
1.185690022E+001 7.429500103E+000 3.224299908E+000 
1.113829994E+001 7.429500103E+000 3.019999981E+000 
1.041969967E+001 7.429500103E+000 3.155800104E+000 
9.701099396E+000 7.429500103E+000 3.325299978E+000 
8.982500076E+000 7.429500103E+000 3.465100050E+000 
8.263899803E+000 7.429500103E+000 3.740099907E+000 
7.545300007E+000 7.429500103E+000 3.740099907E+000 
6.826699734E+000 7.429500103E+000 3.966099977E+000 
6.108100414E+000 7.429500103E+000 4.015600204E+000 
5.389500141E+000 7.429500103E+000 4.015600204E+000 
4.670899868E+000 7.429500103E+000 3.925800085E+000 
3.952300549E+000 7.429500103E+000 3.925800085E+000 
3.233700275E+000 7.429500103E+000 3.945699930E+000 
2.515100002E+000 7.429500103E+000 3.946099997E+000 
1.796499610E+000 7.429500103E+000 3.946099997E+000 
1.077900290E+000 7.429500103E+000 3.931799889E+000 
3.592990935E-001 7.429500103E+000 3.931799889E+000 
1.616850090E+001 8.572500229E+000 4.629499912E+000 
1.544989967E+001 8.572500229E+000 4.191100121E+000 
1.473130035E+001 8.572500229E+000 3.939199924E+000 
1.401270008E+001 8.572500229E+000 3.939199924E+000 
1.329409981E+001 8.572500229E+000 3.686399937E+000 
1.257549953E+001 8.572500229E+000 3.365999937E+000 
1.185690022E+001 8.572500229E+000 3.166500092E+000 
1.113829994E+001 8.572500229E+000 3.019999981E+000 
1.041969967E+001 8.572500229E+000 3.090500116E+000 
9.701099396E+000 8.572500229E+000 3.319700003E+000 
8.982500076E+000 8.572500229E+000 3.507699966E+000 
8.263899803E+000 8.572500229E+000 3.736399889E+000 
7.545300007E+000 8.572500229E+000 3.913700104E+000 
6.826699734E+000 8.572500229E+000 3.913700104E+000 
6.108100414E+000 8.572500229E+000 3.973000050E+000 
5.389500141E+000 8.572500229E+000 3.973000050E+000 
4.670899868E+000 8.572500229E+000 3.973000050E+000 
